GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
5001,321.37,852.26,971.94,-737.66,-7053.97,396.78,3938.83,-1402.66,45.04,-1310.45,-1357.62,-2668.07
5002,333.65,872.97,1007.9,-741.33,-7048.94,389.17,3896.78,-1352.8,44.98,-1289.8,-1307.82,-2597.62
5003,328.87,812.11,976.76,-729.24,-7072.23,388.84,3955.96,-1375.89,44.57,-1338.93,-1331.32,-2670.25
5004,315.64,856.93,1003.86,-756.2,-7028.11,380.79,3913.39,-1372.54,43.73,-1313.7,-1328.81,-2642.51
5005,338.81,832.92,969.85,-738.93,-7099.64,389.08,3920.42,-1351.36,44.22,-1387.49,-1307.13,-2694.63
5006,292.24,842.31,978.69,-736.73,-7045.59,398.59,3945.68,-1420.32,44.22,-1324.81,-1376.1,-2700.91
5007,324.86,836.57,990.01,-713.13,-7077.17,378.73,3920.98,-1385.39,44.3,-1339.16,-1341.09,-2680.25
5008,334.92,792.34,980.53,-751.38,-7017.04,393.68,3931.61,-1415.09,44.33,-1335.35,-1370.76,-2706.1
5009,291.44,873.05,992.32,-729.13,-7087.8,390.42,3954.25,-1360.57,44.16,-1315.45,-1316.41,-2631.86
5010,357.78,821.11,969.86,-732.05,-6997.5,386.47,3904.19,-1433.62,45.0,-1290.13,-1388.62,-2678.75
5011,333.01,805.75,962.57,-753.38,-7050.84,403.12,3960.63,-1407.81,44.27,-1339.12,-1363.55,-2702.67
5012,291.63,795.65,970.38,-743.24,-7147.77,395.68,3943.41,-1324.64,43.74,-1494.25,-1280.9,-2775.15
5013,321.29,845.56,982.73,-745.83,-7112.66,399.0,3951.95,-1341.86,42.72,-1357.96,-1299.15,-2657.11
5014,314.69,785.44,985.45,-748.18,-7083.81,395.65,3956.71,-1391.56,43.7,-1394.04,-1347.86,-2741.9
5015,324.76,877.02,990.95,-736.12,-7093.14,406.46,3928.95,-1355.57,43.93,-1301.13,-1311.64,-2612.77
5016,331.94,818.26,996.72,-761.74,-7067.09,394.48,3930.9,-1361.97,42.35,-1356.52,-1319.63,-2676.15
5017,325.01,849.35,1000.48,-747.03,-7082.68,384.95,3910.74,-1348.08,41.66,-1359.2,-1306.42,-2665.62
5018,320.26,823.93,988.55,-742.82,-7023.22,385.25,3889.49,-1404.97,43.78,-1358.56,-1361.19,-2719.75
5019,333.91,838.85,963.67,-743.68,-7039.02,386.76,3886.49,-1378.03,43.82,-1373.01,-1334.22,-2707.23
5020,303.76,813.23,997.89,-734.55,-7079.25,403.86,3968.19,-1391.29,43.7,-1326.9,-1347.59,-2674.49
5021,333.44,825.75,986.01,-736.86,-7084.08,389.37,3908.23,-1348.38,43.84,-1378.14,-1304.54,-2682.68
5022,307.76,841.03,962.22,-738.67,-7042.89,388.55,3957.13,-1409.36,45.53,-1324.87,-1363.83,-2688.7
5023,310.0,859.37,995.46,-730.07,-7063.58,405.11,3942.58,-1395.65,44.19,-1281.15,-1351.46,-2632.61
5024,314.04,826.74,992.18,-740.4,-7139.4,399.69,3947.61,-1301.37,42.34,-1399.55,-1259.03,-2658.57
5025,312.67,813.83,968.64,-726.49,-7131.26,387.95,3976.5,-1368.12,44.83,-1398.17,-1323.29,-2721.46
5026,318.74,793.63,975.54,-754.36,-7118.58,396.75,3933.2,-1338.65,44.21,-1455.07,-1294.44,-2749.51
5027,285.51,859.48,973.81,-751.27,-7214.56,400.08,3969.9,-1270.9,43.02,-1477.06,-1227.88,-2704.94
5028,326.9,823.86,976.92,-733.48,-7167.46,404.73,3933.28,-1285.21,42.98,-1435.26,-1242.22,-2677.48
5029,325.98,814.07,982.53,-743.34,-7067.29,386.16,3914.43,-1361.66,44.17,-1387.45,-1317.49,-2704.94
5030,327.0,888.25,1022.05,-741.69,-7091.19,387.3,3928.83,-1375.46,45.27,-1279.44,-1330.19,-2609.63
5031,330.8,834.47,984.56,-759.83,-7047.15,387.33,3905.77,-1377.57,43.87,-1364.05,-1333.7,-2697.75
5032,308.97,829.89,986.96,-739.48,-6976.65,386.17,3895.8,-1435.31,45.63,-1308.35,-1389.68,-2698.03
5033,344.31,823.05,976.55,-745.72,-7088.78,373.56,3938.78,-1345.74,44.55,-1378.25,-1301.19,-2679.44
