GENERALIZED BORN:,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
5001,351.68,926.75,1146.17,-870.98,-7445.1,424.89,4266.76,-1318.1,41.85,-1199.84,-1276.24,-2476.08
5002,315.79,895.12,1120.86,-859.82,-7413.98,427.49,4288.68,-1337.6,41.29,-1225.87,-1296.32,-2522.19
5003,331.01,921.92,1123.72,-872.95,-7371.56,426.84,4303.4,-1365.62,41.56,-1137.62,-1324.06,-2461.68
5004,322.9,924.32,1143.35,-855.99,-7424,414.14,4315.63,-1368.37,41.88,-1159.65,-1326.49,-2486.14
5005,349.57,863.33,1126.55,-864.11,-7373.86,419.08,4271.56,-1385.07,43.17,-1207.86,-1341.9,-2549.76
5006,346.68,922.08,1101.02,-870.8,-7280.86,420.07,4292.48,-1468.59,43.16,-1069.33,-1425.44,-2494.76
5007,354.99,900.27,1124.08,-858.02,-7363.22,423.12,4306.51,-1417.58,40.2,-1112.28,-1377.38,-2489.66
5008,335.39,933.65,1130.32,-856.39,-7412.88,419.64,4304.54,-1374.57,41.2,-1145.73,-1333.37,-2479.09
5009,350.26,896.76,1117.04,-842.11,-7475,420.42,4305.41,-1333.26,41.82,-1227.22,-1291.45,-2518.66
5010,339.53,888.69,1112.09,-857.1,-7479.79,420.17,4299.83,-1297.42,42.63,-1276.58,-1254.79,-2531.37
5011,356.77,909.99,1117.18,-873.01,-7447.47,420.04,4311.24,-1339.9,42.34,-1205.26,-1297.56,-2502.82
5012,341.42,901.64,1124.14,-863.98,-7461.22,425.3,4290.59,-1306.25,41.86,-1242.1,-1264.39,-2506.48
5013,327.15,870.31,1119.05,-839.92,-7526.3,425.05,4353.04,-1307.08,42.15,-1271.61,-1264.94,-2536.54
5014,343.82,902.56,1118.11,-863.5,-7479.4,420.17,4274.93,-1285.71,41.35,-1283.32,-1244.36,-2527.68
5015,325.37,871.52,1127.16,-840.21,-7475.02,423.52,4330.12,-1313.46,41.69,-1237.54,-1271.77,-2509.31
5016,314.05,910.84,1100.21,-847.41,-7359.57,419.06,4244.03,-1362.78,42.72,-1218.79,-1320.06,-2538.85
5017,329.19,900.37,1135.26,-842,-7397.33,420.89,4270.3,-1372.14,43.49,-1183.32,-1328.65,-2511.98
5018,371.58,910.61,1140.23,-836.74,-7465.98,407.73,4320.3,-1325.72,42.37,-1152.26,-1283.35,-2435.62
5019,338.16,910.13,1112.98,-862.94,-7356.23,411.13,4288.98,-1386.11,41.3,-1157.8,-1344.81,-2502.6
5020,381.23,921.09,1109.26,-870.67,-7346.25,420.52,4268.96,-1402.27,41.97,-1115.86,-1360.3,-2476.16
5021,347.12,935.66,1089.93,-869.78,-7325.19,410.44,4262.13,-1405.04,41.89,-1149.7,-1363.15,-2512.85
5022,329.8,925.81,1125.32,-852.29,-7364.5,433.2,4255.84,-1390.62,41.7,-1146.82,-1348.92,-2495.74
5023,336.05,920.68,1139.01,-866.46,-7393.54,434.76,4309.33,-1373.45,41.62,-1120.18,-1331.83,-2452.01
5024,334.09,866.35,1101.06,-868.12,-7323.15,419.96,4338.6,-1438.48,42.5,-1131.2,-1395.98,-2527.18
5025,316.58,899.41,1112.13,-853.25,-7387.45,422.55,4338.71,-1415.19,41.77,-1151.32,-1373.42,-2524.74
5026,325.96,900.07,1134.1,-844.95,-7377.41,423.82,4339.88,-1423.15,43.28,-1098.53,-1379.87,-2478.4
5027,351.21,877.15,1130.48,-855.5,-7363.28,424.17,4307.12,-1418.86,42.91,-1128.65,-1375.95,-2504.6
5028,339.63,895.89,1118.42,-857.02,-7327.17,415.13,4297.75,-1428.47,42.1,-1117.38,-1386.38,-2503.75
5029,353.24,933.58,1115.86,-861.67,-7338.69,438.56,4281.14,-1417.76,42.12,-1077.96,-1375.63,-2453.6
5030,340.69,881.7,1138.18,-841.58,-7326.79,429.3,4302.68,-1456.24,42.47,-1075.82,-1413.77,-2489.59
5031,311.26,876.5,1099.63,-848.7,-7301.37,420.72,4284.14,-1438.97,42.46,-1157.81,-1396.51,-2554.32
5032,345.74,884.19,1100.25,-842.26,-7324.04,440.28,4292.83,-1447.86,43.34,-1103.02,-1404.52,-2507.54
5033,326.24,886.47,1151.16,-839.8,-7296.77,415.44,4276.38,-1437.38,44.83,-1080.88,-1392.55,-2473.43
5034,357.58,885.36,1126.48,-870.29,-7295.55,413.07,4259.57,-1451.59,43.63,-1123.78,-1407.96,-2531.74
5035,342.85,898.19,1118.15,-844.42,-7301.57,428.05,4260.15,-1426.39,42.96,-1098.61,-1383.43,-2482.04
5036,335.21,892.35,1144.84,-856.74,-7401.51,433.18,4330.38,-1419.69,43.7,-1122.29,-1375.98,-2498.27
5037,367.32,912.76,1112.71,-868.95,-7340.03,438.86,4293.14,-1423.78,42.93,-1084.18,-1380.85,-2465.03
5038,350.2,920.51,1146.98,-843.86,-7311.66,425.58,4284.52,-1434.17,43.69,-1027.73,-1390.48,-2418.21
5039,352.77,904.35,1122.16,-852.88,-7359.41,427.78,4306.84,-1403.56,43.47,-1098.4,-1360.08,-2458.48
5040,337.42,883.49,1118.27,-870.83,-7396.83,427.68,4326.69,-1375.98,44.22,-1174.11,-1331.76,-2505.87
5041,347.41,957.44,1135.56,-874.72,-7259.84,422.87,4300.42,-1496.54,43.93,-970.87,-1452.61,-2423.48
5042,314.57,929.41,1116.82,-835,-7272.55,416.45,4276.24,-1493.76,43.75,-1054.05,-1450,-2504.05
5043,322.14,947.34,1112.97,-865.95,-7200.79,419.53,4265.94,-1508.25,43.14,-998.81,-1465.11,-2463.93
5044,341.11,951.92,1125.12,-860.3,-7259.74,410.61,4274.52,-1464.89,43,-1016.75,-1421.89,-2438.65
5045,313.12,881.76,1113.25,-848.86,-7353.06,426.03,4288.12,-1394.9,42.82,-1179.63,-1352.08,-2531.71
5046,327.42,896.79,1101.13,-837.72,-7373.78,439.59,4269.49,-1385.17,42.3,-1177.08,-1342.87,-2519.95
5047,350.55,892.62,1124.94,-861.51,-7374.72,423.73,4295.84,-1393.01,43.79,-1148.55,-1349.22,-2497.77
5048,308.03,882.53,1100.35,-845.44,-7371.06,431.55,4313.04,-1398.81,43.2,-1180.99,-1355.62,-2536.6
5049,344.05,887.04,1121.48,-856.64,-7421.58,405.97,4318.48,-1364.41,42.82,-1201.2,-1321.59,-2522.79
5050,316.05,932.3,1115.83,-842.64,-7433.3,416.41,4328.58,-1361.81,43.26,-1166.76,-1318.55,-2485.31
5051,322.12,920.51,1131.32,-863.53,-7396.53,436.17,4300.6,-1365.74,43.16,-1149.34,-1322.59,-2471.93
5052,305.81,903.54,1140.9,-855.26,-7455.58,432.78,4327.04,-1350.88,42.54,-1200.77,-1308.34,-2509.1
5053,316.06,924.68,1135.06,-842.06,-7457.39,433.36,4292.61,-1329.17,43.47,-1197.7,-1285.7,-2483.4
5054,331.15,896.98,1124.36,-856.31,-7425.86,416.67,4312.81,-1365.03,44.12,-1200.21,-1320.91,-2521.12
5055,327.8,885.88,1123.63,-844.18,-7478.33,437.21,4342.43,-1341.91,42.54,-1205.56,-1299.37,-2504.93
5056,326.85,902.1,1099.34,-840.62,-7473.01,416.86,4334.78,-1324.16,43.11,-1233.69,-1281.04,-2514.74
5057,376.83,869.19,1121.43,-847.17,-7435.43,411.58,4288.95,-1341.86,42.98,-1214.63,-1298.88,-2513.5
5058,343.44,861.38,1087.57,-846.74,-7442.89,419.15,4292.35,-1330.64,43.69,-1285.74,-1286.95,-2572.69
5059,369.95,915.27,1106.07,-850.24,-7427.44,423.27,4286.35,-1337.25,43.75,-1176.77,-1293.5,-2470.27
5060,362.76,927.39,1117.17,-855.92,-7442.93,412.57,4300.35,-1336.24,41.87,-1178.59,-1294.37,-2472.96
5061,350.32,905.31,1123.32,-845.2,-7420.68,416.28,4281.73,-1355.86,42.42,-1188.93,-1313.44,-2502.37
5062,338.44,876.62,1129.52,-856.06,-7453.32,419.12,4358.28,-1369.25,42.13,-1187.41,-1327.12,-2514.53
5063,295.98,887.35,1117.71,-867.46,-7449.49,418.83,4349.86,-1343.63,41.58,-1247.22,-1302.05,-2549.26
5064,333.22,947.45,1108.52,-871.54,-7428.61,422.92,4298.32,-1332.8,41.19,-1189.71,-1291.61,-2481.32
5065,328.03,920.62,1132.98,-851.36,-7542.09,409.59,4331.26,-1277.22,42.56,-1270.97,-1234.66,-2505.64
5066,334.08,930.77,1129.59,-863.69,-7410.94,417.04,4257.34,-1332.11,41.34,-1205.81,-1290.77,-2496.59
5067,344.5,924.25,1125.04,-845.73,-7445.79,414.4,4308.37,-1349.13,43.55,-1174.94,-1305.58,-2480.52
5068,337.88,895.81,1119.48,-840.83,-7452.47,416.28,4316.34,-1337.32,43.35,-1207.51,-1293.97,-2501.48
5069,336.09,876.47,1116.92,-845.46,-7482.02,427.06,4338.13,-1347.73,44.08,-1232.8,-1303.65,-2536.45
5070,353.85,890.15,1108.07,-868.9,-7455.04,435.12,4325.49,-1329.47,40.42,-1211.26,-1289.05,-2500.31
5071,322.72,908.62,1138.02,-848.09,-7520.8,416.4,4345.6,-1306.11,42.34,-1237.53,-1263.77,-2501.3
5072,316,919.54,1132.6,-853.81,-7449.83,435.76,4327.72,-1346.13,42.5,-1172.02,-1303.63,-2475.65
5073,337.13,870.22,1145.42,-861.89,-7440.72,396.61,4348.92,-1363.12,40.55,-1204.31,-1322.58,-2526.89
5074,366.3,915.07,1128.55,-838.79,-7464.79,414.84,4320.05,-1336.62,42.35,-1158.78,-1294.27,-2453.05
5075,338.37,920.66,1111.22,-860.3,-7340.68,415.25,4274.22,-1399.38,41.99,-1141.26,-1357.39,-2498.65
5076,318.2,878.48,1111.63,-853.36,-7348.13,432.98,4321.13,-1426.47,42.71,-1139.07,-1383.76,-2522.84
5077,345.63,884.05,1132.21,-850.58,-7446.62,408.54,4350.18,-1365.75,42.07,-1176.59,-1323.68,-2500.27
5078,344.31,865.82,1103.76,-873.01,-7400.05,421.22,4333.61,-1378.61,41.54,-1204.35,-1337.07,-2541.42
5079,341.57,897.64,1118.24,-867.84,-7334.96,415.79,4308.75,-1420.83,42.22,-1120.81,-1378.6,-2499.42
5080,339.4,849.07,1133.89,-861.87,-7315.73,425.8,4328.1,-1467.04,42.27,-1101.36,-1424.77,-2526.13
5081,342.55,915.3,1126.58,-858.13,-7378.9,428.2,4293.65,-1364.56,41.47,-1130.74,-1323.09,-2453.83
5082,351.3,912.15,1102.57,-850.73,-7393.74,415.52,4286.98,-1386.18,41.69,-1175.93,-1344.5,-2520.43
5083,331.88,865.68,1120.18,-861.05,-7426.03,425.07,4330.89,-1365.59,42.34,-1213.38,-1323.25,-2536.63
5084,335.68,920.97,1135.3,-855.65,-7368.06,419.29,4302,-1399.95,41.93,-1110.48,-1358.02,-2468.49
5085,371.1,889.13,1132.85,-859.78,-7386.95,423.75,4312.55,-1400.02,41.93,-1117.34,-1358.08,-2475.42
5086,353.12,924.6,1120.47,-839.38,-7374.38,428.87,4294.61,-1387.97,42.13,-1092.09,-1345.83,-2437.92
5087,349.43,879.34,1117.98,-880.48,-7410.06,412.47,4287.83,-1348.95,40.12,-1243.49,-1308.83,-2552.32
5088,341.46,901.94,1134.39,-876.94,-7462.05,435.17,4317.25,-1325.14,41.35,-1208.78,-1283.79,-2492.57
5089,345.66,957.49,1141.3,-860.58,-7366.09,414.43,4303.86,-1414.96,42.24,-1063.93,-1372.72,-2436.65
5090,324.55,929.31,1114.88,-845.75,-7411.73,427.14,4313.27,-1385.73,42.69,-1148.33,-1343.04,-2491.37
5091,315.66,932.02,1138.22,-841.1,-7441.88,420.77,4296.5,-1334.69,41.65,-1179.81,-1293.05,-2472.86
5092,358.99,885.02,1131.64,-853.91,-7431.46,438.78,4338.86,-1385.09,43.15,-1132.08,-1341.94,-2474.02
5093,315.09,877.68,1104.73,-860.69,-7382.91,422.69,4297.9,-1367.17,43.21,-1225.51,-1323.96,-2549.47
5094,342.59,910.99,1153.72,-860.93,-7366.15,423.61,4293.18,-1408.59,42.25,-1103,-1366.34,-2469.34
5095,326.71,868.63,1127.52,-864.14,-7439.66,436.3,4315.04,-1355.04,41.17,-1229.6,-1313.87,-2543.47
5096,336.33,924.45,1132.3,-848.14,-7431.21,422.39,4313.73,-1348.68,43.11,-1150.14,-1305.57,-2455.71
5097,337.3,920.14,1127.1,-860.58,-7341.7,416.96,4273.83,-1393.83,41.59,-1126.96,-1352.24,-2479.2
5098,349.75,901.01,1139.46,-855.13,-7394.52,417.78,4281.92,-1377.34,42.49,-1159.73,-1334.84,-2494.57
5099,350.92,926.71,1128.43,-873.85,-7376.76,420.19,4287.05,-1385.09,42.13,-1137.31,-1342.96,-2480.27
5100,349.06,910.67,1111.76,-852.02,-7399.26,404.06,4302.49,-1379.19,41,-1173.24,-1338.19,-2511.43
5101,340.34,858.71,1129.67,-865.48,-7384.78,409.89,4318.15,-1398.61,41.5,-1193.5,-1357.11,-2550.6
5102,344.46,913.16,1125.89,-876.91,-7415.12,420.93,4310.16,-1340.79,41.48,-1177.44,-1299.31,-2476.75
5103,336.83,896.05,1113.93,-867.62,-7435.73,410.8,4326.55,-1345.31,41.11,-1219.18,-1304.2,-2523.38
5104,344.18,844.55,1138.43,-863.27,-7411.46,414.93,4337.14,-1389.34,42.33,-1195.49,-1347.01,-2542.5
5105,346.25,890.07,1126.35,-853.93,-7436.21,423.49,4284.4,-1326.69,41.68,-1219.59,-1285.01,-2504.6
5106,354.35,915.35,1132.43,-849,-7431.16,415.23,4295.12,-1370.29,43.34,-1167.69,-1326.95,-2494.64
5107,364.08,937.77,1135.75,-848.2,-7434.1,413.19,4287.55,-1339.15,42.43,-1143.96,-1296.72,-2440.67
5108,327.36,925.03,1137.88,-878.45,-7461.62,414.5,4324.09,-1321.59,41.21,-1211.22,-1280.38,-2491.6
5109,353.88,909.71,1125.43,-857.05,-7418.46,413.6,4289.21,-1355.73,43.01,-1183.69,-1312.72,-2496.41
5110,323.83,889.55,1117.5,-842.28,-7396.06,417.36,4300.73,-1360.88,43.77,-1189.38,-1317.11,-2506.49
5111,373.99,884.8,1141.68,-835.16,-7410.44,400.68,4294.47,-1381.7,44.43,-1149.96,-1337.27,-2487.23
5112,325.98,901.28,1125.82,-871.22,-7387.34,414.29,4358.33,-1417.99,43.6,-1132.87,-1374.4,-2507.26
5113,326.62,934.19,1121.49,-843.51,-7396.17,424.32,4313.04,-1397.28,43.63,-1120.01,-1353.65,-2473.65
5114,342.55,884.34,1124.31,-863.2,-7295.7,402.47,4302.28,-1465.76,46.3,-1102.95,-1419.47,-2522.42
5115,335.63,870.05,1130.74,-838.2,-7346.64,411.32,4296.49,-1429.26,43.59,-1140.6,-1385.68,-2526.27
5116,335.32,878.37,1128.7,-854.28,-7363.71,415.81,4332.2,-1411.47,44.71,-1127.59,-1366.76,-2494.35
5117,328.35,885.89,1113.17,-849.38,-7420.6,415.52,4313.87,-1350.56,43.69,-1213.18,-1306.87,-2520.05
5118,339.06,891.04,1116.37,-863.99,-7453.93,410.45,4314.28,-1336.39,43.16,-1246.72,-1293.23,-2539.95
5119,338.64,839.15,1129.7,-833.62,-7434.79,418.74,4313,-1353.65,43.03,-1229.17,-1310.62,-2539.79
5120,350.33,876.45,1144.93,-853.28,-7403.39,410.75,4319.43,-1393,43.99,-1154.77,-1349.02,-2503.79
