GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
5001,1086.51,2935.47,3458.48,-2804.89,-24930.1,1272.65,15034.17,-5517.58,118.73,-3947.72,-5398.85,-9346.57
5002,1122.5,2949.36,3488.79,-2799.61,-24886.26,1295.36,15034.84,-5571.68,119.37,-3795.01,-5452.31,-9247.32
5003,1104.58,2919.34,3475.36,-2864.5,-24839.17,1278.42,15038.61,-5575.48,120.39,-3887.36,-5455.09,-9342.45
5004,1132.95,2968.31,3450.32,-2819.71,-24839.06,1283.39,15046.79,-5580.29,120.9,-3777.01,-5459.39,-9236.4
5005,1092.07,2981.61,3502.86,-2857.63,-24686.81,1267.09,14887.67,-5575.4,118.79,-3813.14,-5456.61,-9269.75
5006,1068.98,2896.21,3482.75,-2865.02,-24660.79,1280.78,14963.15,-5623.74,118.17,-3833.93,-5505.57,-9339.49
5007,1082.73,2925.01,3414.26,-2833.49,-24856.61,1282.72,14993.79,-5511.66,119.81,-3991.59,-5391.86,-9383.45
5008,1095.44,2864.11,3485.63,-2852.22,-24872.81,1246.88,15082.66,-5573.18,121.23,-3950.3,-5451.95,-9402.25
5009,1052.97,2919.37,3468.86,-2826.42,-24704.14,1314.5,14986.23,-5628.33,120.21,-3788.64,-5508.12,-9296.76
5010,1108.92,2927.69,3471.62,-2865.23,-24664.24,1273.73,15007.69,-5694.39,123.03,-3739.84,-5571.36,-9311.19
5011,1072.16,2938.54,3492.75,-2833.14,-24902.67,1277.42,15022.93,-5510.48,120.49,-3932.01,-5389.99,-9322.0
5012,1107.89,2923.01,3493.05,-2840.41,-24832.2,1283.53,15109.74,-5596.11,122.93,-3755.39,-5473.18,-9228.58
5013,1068.58,2804.82,3432.58,-2796.82,-24836.11,1293.64,15057.4,-5588.78,123.04,-3975.91,-5465.75,-9441.66
5014,1114.66,2957.63,3438.7,-2827.4,-24779.83,1296.64,15041.97,-5616.89,122.69,-3757.63,-5494.19,-9251.82
5015,1077.32,2969.34,3443.48,-2779.72,-24727.38,1294.65,15008.61,-5626.99,123.63,-3713.71,-5503.36,-9217.07
5016,1064.79,2940.59,3471.63,-2845.57,-24761.51,1287.06,15007.12,-5556.58,120.94,-3835.89,-5435.64,-9271.53
5017,1069.99,2960.55,3397.41,-2822.76,-24753.43,1266.61,15002.97,-5606.07,121.56,-3878.66,-5484.51,-9363.17
5018,1080.05,2902.44,3461.16,-2792.36,-24748.63,1264.2,14969.96,-5593.75,124.55,-3863.18,-5469.2,-9332.38
5019,1112.57,2874.36,3492.69,-2858.01,-24836.88,1286.15,15015.73,-5494.96,118.5,-3913.39,-5376.45,-9289.85
5020,1068.47,2866.02,3473.77,-2840.08,-24896.41,1274.67,15092.05,-5534.54,120.64,-3961.52,-5413.9,-9375.42
5021,1078.36,2991.4,3440.54,-2882.77,-24841.68,1298.81,14977.49,-5446.83,118.76,-3937.85,-5328.07,-9265.91
5022,1040.95,2948.5,3471.58,-2850.51,-24926.65,1313.9,15078.44,-5457.6,121.43,-3923.78,-5336.17,-9259.95
5023,1089.01,2955.39,3460.16,-2877.95,-24897.58,1307.06,15026.67,-5468.77,118.72,-3937.25,-5350.05,-9287.31
5024,1105.26,2851.16,3452.41,-2837.6,-24866.07,1277.17,14968.65,-5445.77,118.75,-4049.03,-5327.02,-9376.04
5025,1082.35,2878.48,3479.02,-2804.13,-24719.57,1286.65,14992.31,-5618.17,121.85,-3804.89,-5496.32,-9301.22
5026,1114.69,2927.08,3456.38,-2869.64,-24871.95,1302.24,14984.71,-5479.59,120.42,-3956.49,-5359.16,-9315.65
5027,1106.24,2915.85,3512.9,-2842.7,-24792.44,1285.81,14967.24,-5484.93,118.71,-3847.1,-5366.22,-9213.32
5028,1083.81,2967.59,3459.66,-2852.33,-24900.94,1305.27,15070.22,-5530.25,120.42,-3866.73,-5409.83,-9276.55
5029,1059.37,2826.47,3431.26,-2851.18,-24786.84,1296.53,14985.06,-5500.79,118.11,-4039.34,-5382.68,-9422.01
5030,1103.75,2902.64,3452.68,-2845.23,-24841.33,1302.84,15032.76,-5532.86,122.56,-3891.88,-5410.3,-9302.18
5031,1065.93,2902.5,3446.95,-2855.91,-24878.25,1268.38,15024.05,-5458.3,120.01,-4026.34,-5338.29,-9364.63
5032,1103.77,2928.99,3448.63,-2823.67,-24760.57,1283.37,14911.02,-5537.73,120.23,-3908.46,-5417.5,-9325.96
5033,1081.08,2899.55,3472.9,-2830.24,-24848.55,1267.9,15041.99,-5519.36,121.44,-3915.37,-5397.91,-9313.28
5034,1131.72,2888.04,3453.55,-2797.37,-24744.12,1281.26,14957.96,-5573.16,121.8,-3828.97,-5451.36,-9280.32
5035,1084.97,2911.76,3492.21,-2808.42,-24698.99,1257.7,14953.43,-5612.02,121.46,-3807.35,-5490.57,-9297.91
5036,1083.54,2961.02,3517.26,-2795.71,-24695.7,1299.95,15011.63,-5687.88,123.66,-3618.01,-5564.22,-9182.22
5037,1123.6,2900.67,3487.36,-2854.11,-24633.53,1258.22,14981.78,-5683.92,122.38,-3736.01,-5561.54,-9297.55
5038,1136.24,2863.38,3500.76,-2823.92,-24701.09,1265.42,14937.71,-5620.9,121.04,-3821.51,-5499.86,-9321.37
5039,1096.62,2895.32,3460.68,-2849.69,-24853.39,1241.42,14997.79,-5486.23,121.72,-4011.24,-5364.51,-9375.74
5040,1080.36,2950.25,3440.7,-2804.82,-24776.11,1276.64,14982.74,-5585.61,121.81,-3850.24,-5463.8,-9314.04
5041,1086.93,2900.85,3477.62,-2853.18,-24997.12,1278.94,15010.1,-5391.62,118.39,-4095.86,-5273.22,-9369.08
5042,1080.04,2886.95,3480.09,-2841.47,-24912.46,1279.17,15024.15,-5449.94,115.58,-4003.52,-5334.37,-9337.88
5043,1075.66,2970.58,3511.18,-2841.55,-24845.95,1263.21,14943.48,-5480.55,120.91,-3923.4,-5359.64,-9283.04
5044,1055.77,2883.22,3457.48,-2832.68,-24969.46,1289.6,15079.72,-5449.08,122.21,-4036.35,-5326.86,-9363.22
5045,1096.47,2956.21,3451.85,-2885.08,-24788.05,1277.74,15026.96,-5536.55,121.8,-3863.91,-5414.75,-9278.66
5046,1088.86,2983.25,3454.02,-2827.56,-24827.37,1298.58,15046.52,-5568.0,120.59,-3783.72,-5447.41,-9231.13
5047,1087.24,2922.92,3481.33,-2878.03,-24804.81,1281.27,15008.58,-5542.25,117.1,-3901.51,-5425.15,-9326.66
5048,1106.87,2899.4,3464.48,-2873.62,-24858.21,1274.5,15027.42,-5510.95,117.65,-3959.16,-5393.29,-9352.45
5049,1084.58,2955.13,3452.25,-2840.45,-24873.57,1274.17,14998.44,-5494.29,116.71,-3949.45,-5377.58,-9327.03
