GENERALIZED BORN:,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
5001,1092.41,2929.79,3455.18,-2870.73,-24852.52,1286.03,15070.06,-5561.58,114.57,-3889.77,-5447.01,-9336.78
5002,1057.83,2922.43,3448.92,-2887.98,-24651.8,1281.86,15011.18,-5630.81,113.78,-3817.56,-5517.04,-9334.59
5003,1077.91,2895.43,3470.73,-2866.39,-24691.31,1265.1,15033.82,-5663.64,118.82,-3814.71,-5544.83,-9359.54
5004,1104.51,2887.8,3442,-2841.63,-24769.95,1287.69,15016.78,-5647.09,114.78,-3872.8,-5532.31,-9405.11
5005,1079.5,2889.8,3441.28,-2902.48,-24684.48,1271.64,15044.91,-5680.3,115.24,-3859.82,-5565.06,-9424.88
5006,1093.31,2963.45,3481.6,-2855.25,-24664.64,1284.59,14960.34,-5642.1,117.63,-3736.58,-5524.48,-9261.05
5007,1047.6,2860.39,3466.07,-2844.81,-24729.74,1270.08,15029.7,-5628.6,115.97,-3900.7,-5512.63,-9413.33
5008,1118.52,2856.11,3417.8,-2853.22,-24674.09,1260.52,15003.05,-5667.36,116.62,-3871.32,-5550.74,-9422.05
5009,1056.77,2976.07,3487.32,-2880.3,-24659.85,1281.57,15025.19,-5690.16,114.91,-3713.23,-5575.24,-9288.47
5010,1098.19,2932.04,3469.07,-2867.47,-24731.58,1266.4,15034.26,-5646.3,116.26,-3799.09,-5530.04,-9329.13
5011,1071.73,2935.78,3489.11,-2838.44,-24790.27,1298.01,15041.12,-5604.4,114.75,-3792.96,-5489.66,-9282.62
5012,1077.66,2908.23,3447.13,-2874.11,-24679.27,1255.5,14986.97,-5638.35,115.71,-3877.88,-5522.64,-9400.52
5013,1076.41,2958.71,3461.08,-2841.77,-24721.2,1264.44,14989.55,-5641.13,114.57,-3812.78,-5526.56,-9339.34
5014,1074.75,2852.5,3462.38,-2848.66,-24699.01,1266.77,14947.78,-5607.83,116.83,-3943.5,-5491,-9434.5
5015,1119.69,2993.1,3474.13,-2855.97,-24823.64,1279.51,15037.28,-5565.76,116.39,-3775.9,-5449.37,-9225.27
5016,1103.04,2956.33,3474.03,-2873.73,-24753.87,1269.88,14976.8,-5604.8,115.2,-3847.52,-5489.6,-9337.12
5017,1059.72,2937.92,3436.04,-2844.56,-24773.81,1295.3,14999.2,-5592.79,116.84,-3890.18,-5475.95,-9366.12
5018,1119.89,2929.86,3460.27,-2874.78,-24687.18,1287.09,15057.54,-5688.74,113.79,-3707.29,-5574.95,-9282.24
5019,1095.07,2841.97,3428.9,-2826.87,-24761.68,1271.69,15068.2,-5671.57,119.15,-3882.73,-5552.42,-9435.15
5020,1104.1,2868.72,3489,-2874.79,-24811.53,1295.05,15094.73,-5613.55,113.93,-3834.73,-5499.61,-9334.34
5021,1084.48,2902.33,3437.73,-2852.05,-24851.97,1273.73,15095.84,-5576.11,114.95,-3909.91,-5461.16,-9371.07
5022,1102.25,3037.35,3470.66,-2827.02,-24769.96,1263.6,15028.86,-5602.24,115.26,-3694.27,-5486.98,-9181.25
5023,1066.41,2904.1,3462.23,-2860.65,-24829.77,1291.84,15023.85,-5524.58,113.21,-3942.01,-5411.37,-9353.38
5024,1095.91,2938.59,3469.29,-2855.51,-24857.97,1272.75,15048.8,-5516.97,115.24,-3888.13,-5401.73,-9289.86
5025,1065.51,3019.54,3489.88,-2860.98,-24736.91,1264.61,14968.02,-5565.84,115.93,-3790.33,-5449.91,-9240.24
5026,1079.89,2907.34,3449.86,-2814.4,-24762.14,1276.23,14989.23,-5566.33,115.86,-3873.99,-5450.47,-9324.46
5027,1078.45,2955.84,3459.46,-2884.75,-24696.86,1254.93,14937.08,-5552.02,116.89,-3895.85,-5435.14,-9330.98
5028,1057.78,2914.24,3470.39,-2861.45,-24711.33,1263.21,14995.18,-5579.06,115.48,-3871.97,-5463.58,-9335.55
5029,1121.24,2888.41,3470.33,-2858.54,-24857.28,1282.8,15021.26,-5510.38,115.22,-3931.78,-5395.16,-9326.94
5030,1072.48,2972.16,3475.56,-2881.39,-24757.68,1237.05,14970.82,-5535.53,114.28,-3911.01,-5421.25,-9332.27
5031,1124.49,2875.08,3499.92,-2848.65,-24778.17,1254.64,14961.96,-5528.18,115.72,-3910.72,-5412.47,-9323.18
5032,1141.52,2935.88,3461.61,-2895.61,-24893.49,1280.25,15065.38,-5521.53,115.74,-3904.45,-5405.79,-9310.24
5033,1145.76,2821.53,3452.19,-2826.33,-24902.27,1284.25,15023.63,-5465.02,115.31,-4001.25,-5349.71,-9350.96
5034,1079.07,2948.88,3460.92,-2841.24,-24902.64,1297.62,14980.16,-5453.79,115.5,-3977.23,-5338.29,-9315.52
5035,1064.21,2860.57,3479.11,-2840.62,-24908.85,1307.09,15007.6,-5437.18,115.77,-4030.88,-5321.41,-9352.29
5036,1066.96,2913.31,3468.96,-2851.76,-24957.8,1278.49,14962.98,-5340.82,114.86,-4118.86,-5225.97,-9344.82
5037,1041.81,2874.36,3461.43,-2826.94,-24837.55,1281.82,15009.18,-5493.84,115.57,-3995.88,-5378.27,-9374.15
5038,1085.51,2901.26,3498.6,-2864.35,-24781.95,1299.46,15026.07,-5580.6,116.05,-3835.41,-5464.55,-9299.95
5039,1111.48,2847.58,3464.27,-2852.18,-24831.67,1277.27,14976.94,-5514.26,116.81,-4006.31,-5397.45,-9403.76
5040,1104.78,2895.27,3446.22,-2882.3,-24793.21,1279.54,14964.75,-5490,113.16,-3984.95,-5376.84,-9361.79
5041,1074.82,2982.52,3465.15,-2837.92,-24937.73,1287.09,14957.51,-5422,116.81,-4008.56,-5305.18,-9313.74
5042,1108.55,2947.58,3476.61,-2887.97,-24830.94,1271.78,14957.32,-5417.35,113.4,-3957.06,-5303.95,-9261.01
5043,1078.7,2971.82,3425.28,-2870.55,-24867.83,1274.86,15029.95,-5510.19,115.65,-3957.77,-5394.54,-9352.32
5044,1062.78,2910.99,3462.08,-2826.94,-24829.1,1280.78,15073.57,-5585.18,119.39,-3865.85,-5465.79,-9331.65
5045,1080.09,2902.06,3462.2,-2819.65,-24964.65,1302.65,15034.09,-5440.64,119.08,-4003.21,-5321.56,-9324.77
5046,1032.74,2891.96,3460.84,-2807.13,-24870.72,1310.63,15061.97,-5507.52,117.55,-3919.7,-5389.97,-9309.67
5047,1088.8,2910.16,3460.06,-2869,-24830.51,1293.98,15059.58,-5552.94,114.14,-3886.93,-5438.81,-9325.74
5048,1039.09,2985.68,3453.56,-2833.52,-24882.98,1282.36,15095.54,-5549.25,115.16,-3860.25,-5434.09,-9294.34
5049,1130.64,2910.89,3499.68,-2834.13,-24825.17,1288.4,15079.83,-5576.69,117.02,-3749.86,-5459.67,-9209.53
5050,1104.25,2952.96,3452.81,-2874.66,-24891.76,1257.76,15051.73,-5500,116.18,-3946.92,-5383.82,-9330.74
5051,1086.68,2924.03,3475.71,-2830.79,-24907.37,1298.6,15016.65,-5464.63,114.98,-3936.49,-5349.65,-9286.14
5052,1065.62,2902.56,3446.94,-2798.69,-24917.02,1267.07,14983.7,-5474.73,113.17,-4049.82,-5361.57,-9411.39
5053,1104.15,2901.28,3467.46,-2843.84,-24825.01,1275.36,15054.32,-5559.47,118.13,-3866.27,-5441.34,-9307.61
5054,1033.94,2882.92,3476.28,-2853.38,-24726.28,1276.63,15012.95,-5651.23,115.82,-3896.95,-5535.41,-9432.35
5055,1068,2895.2,3471.79,-2810.22,-24848.31,1299.66,15072.26,-5591.72,122,-3851.62,-5469.72,-9321.34
5056,1077.24,2861.08,3507.56,-2879.41,-24821.42,1282.33,15076.06,-5549.63,116.12,-3896.56,-5433.51,-9330.07
5057,1073.49,2977.91,3485.22,-2811.07,-24698.24,1272.38,14986.91,-5637.34,118.61,-3713.39,-5518.74,-9232.13
5058,1105,2976.65,3473.54,-2845.28,-24626.18,1281.71,14984.82,-5719.54,117.94,-3649.74,-5601.6,-9251.34
5059,1099.84,2818.46,3449.03,-2870.73,-24569.53,1271.72,14980.39,-5727.39,114.38,-3820.81,-5613,-9433.82
5060,1114.66,2934.49,3490.3,-2892.38,-24766.93,1270.89,15039.2,-5562.25,110.24,-3809.75,-5452.02,-9261.77
5061,1077.91,2891.48,3462.98,-2884.13,-24805.81,1288.78,15087.59,-5590.07,113.39,-3881.2,-5476.67,-9357.87
5062,1101.02,2946.77,3498.15,-2896.94,-24598.54,1266.59,15043.83,-5744.31,114.51,-3639.11,-5629.79,-9268.91
5063,1031.25,2918.62,3457.1,-2838.05,-24682.13,1291.17,15027.72,-5666.37,116.3,-3794.32,-5550.07,-9344.39
5064,1139.11,2810.09,3467.52,-2847.39,-24939.48,1282.63,15104.09,-5523.84,114.9,-3983.42,-5408.94,-9392.37
5065,1068.31,2866.53,3483.34,-2887.59,-24855.09,1282.63,15048.73,-5516.9,112.79,-3993.14,-5404.11,-9397.25
5066,1070.54,2897.44,3500.01,-2865.53,-24956.36,1289.42,15021.83,-5450.38,113.16,-4042.64,-5337.22,-9379.86
5067,1059.93,2982.14,3465.15,-2846.96,-24819.67,1301.52,15026.46,-5565.53,115.32,-3831.43,-5450.22,-9281.65
5068,1126.34,2908.47,3425.46,-2833.41,-24816.43,1292.82,15105.04,-5606.1,117.69,-3791.71,-5488.41,-9280.13
5069,1076.21,2891.29,3466.12,-2851.29,-24896.66,1276.06,15106.04,-5566.9,116.7,-3932.22,-5450.19,-9382.41
5070,1119.03,2921.33,3491.55,-2894.11,-24894.99,1277.67,15051.93,-5482.99,114.03,-3927.59,-5368.96,-9296.55
5071,1094.47,3000.8,3456.57,-2863.32,-24947.79,1261.5,15014.3,-5427.57,111.38,-3983.46,-5316.19,-9299.64
5072,1106.43,2874.48,3468.86,-2884.19,-25027.84,1278.49,15082.34,-5403.6,111.69,-4101.44,-5291.91,-9393.35
5073,1036.32,2957.39,3471.46,-2907.98,-24945.37,1290.25,15036.11,-5405.89,111.28,-4061.82,-5294.61,-9356.43
5074,1170.12,2899.03,3469.38,-2869.48,-25051.8,1298.99,15011.31,-5368.68,110.37,-4072.45,-5258.31,-9330.76
5075,1089.29,2924.73,3457.79,-2880.48,-25039.85,1280.06,15039.16,-5323.82,112.47,-4129.29,-5211.35,-9340.64
5076,1103.82,2977.04,3489.94,-2950.09,-24897.38,1297.34,15056.31,-5487.36,112.41,-3923.01,-5374.95,-9297.96
5077,1144.2,2800.85,3483.31,-2799.46,-25020.94,1295.29,15112.23,-5476.02,113.26,-3984.53,-5362.75,-9347.28
5078,1140.55,2900.02,3504.51,-2874.72,-24895.71,1248.99,15036.99,-5475.08,113.55,-3939.36,-5361.53,-9300.89
5079,1084.83,2960.86,3501.42,-2915.18,-24929.36,1285.03,15045.81,-5453.49,111.95,-3966.59,-5341.53,-9308.13
5080,1068.22,2986.27,3461.42,-2868.46,-24913.33,1261.71,15036.35,-5460.47,113.66,-3967.83,-5346.81,-9314.64
5081,1084.83,2954.49,3489.4,-2849.18,-24893.61,1273.49,15093.71,-5534.89,113.46,-3846.87,-5421.43,-9268.3
5082,1108.47,2944.38,3469.97,-2848.01,-24912.91,1263.33,15036.96,-5488.06,110.8,-3937.83,-5377.26,-9315.09
5083,1116.38,2876.38,3500.05,-2856.26,-24979.13,1254.17,15023.89,-5434.78,114.44,-4064.52,-5320.35,-9384.86
5084,1090.64,2979.09,3501.17,-2863.24,-24897.98,1278.09,14969.52,-5457.45,114.88,-3942.71,-5342.57,-9285.27
5085,1070.84,2932.81,3463.23,-2898.54,-24935.54,1286.16,15031.32,-5399.96,109.45,-4049.72,-5290.51,-9340.23
5086,1088.79,2949.58,3463.69,-2860.72,-24851.62,1296.43,15039.27,-5482.5,114.14,-3874.58,-5368.36,-9242.94
5087,1127.85,2897.23,3476.61,-2881.29,-25014.81,1279.99,15025.52,-5362.85,111.46,-4088.91,-5251.39,-9340.29
5088,1029.11,2915.15,3446.65,-2888.38,-24788.58,1259.99,15030.93,-5568.78,112.11,-3995.13,-5456.67,-9451.8
5089,1100.44,2972.39,3496.35,-2825.47,-24979.32,1285.07,15066.59,-5460.84,113.88,-3883.95,-5346.97,-9230.92
5090,1099.86,2972.73,3429.72,-2883.86,-24936.82,1293.11,15052.59,-5442.32,112.57,-3972.67,-5329.75,-9302.42
5091,1096.13,2974.64,3458.7,-2848.69,-24921.38,1290.97,14993.6,-5441.96,112.65,-3956.04,-5329.31,-9285.35
5092,1094.5,2894.47,3498.48,-2818.58,-24937.9,1276.98,14993.4,-5453.58,114.53,-3998.65,-5339.05,-9337.7
5093,1041.89,2932.71,3514.68,-2870.82,-24959.59,1280.54,15082.22,-5481.14,113.86,-3978.38,-5367.28,-9345.66
5094,1131.78,2954.57,3452.31,-2871.33,-24636.32,1258.85,14956.83,-5627.41,113.36,-3753.3,-5514.05,-9267.36
5095,1109.72,2911.19,3440.72,-2833.46,-24792.46,1312.01,15064.04,-5577.2,114.14,-3788.23,-5463.06,-9251.29
5096,1098.09,2921.41,3469.63,-2843.41,-24784.95,1280.25,15033.51,-5562.08,116.25,-3825.46,-5445.82,-9271.28
